record.copyrightText	count
Cette couche vectorielle représente les permis miniers en République Démocratique du Congo (RDC). Elle est produite par le cadastre minier (CAMI), ensuite récupérée par WRI pour la production de l'atlas forestier de la RDC	3
This data set is produced by the Inventory and Forest Management Department with the technical support of WRI Using (1 / 50,000) interpretation scale of Landsat, Aster, Alos satellite imagery, combined with other road network data produced by the Africover, RGC / Working Group projects.	3
Ce jeu de données est produit par la Direction Inventaire et Aménagement Forestiers avec l'appui technique de WRI à partir de l'interprétation à grande échelle (1/50.000) des images satellitaires Landsat, Aster, Alos, combinées avec d'autres données sur le réseau routier produites par les projets Africover, RGC/Working Group .	3
Ce jeu de données est produite par le Ministère de l'Economie Forestière du Développement Durable et de l'Environnement (MEFDDE) et au World Resources Institute (WRI) qui l'ont développé dans le cadre du projet atlas forestier CNIAF-WRI	3
ONE, DGF, MNP, WCS et Etc Terra (2015), Changement de la couverture de forêts naturelles à Madagascar, 2005-2010-2013, Antananarivo	3
Data received from Prince George's County Office of Information Technology (OITC) after approval by the Board of Elections.	3
Dorchester GIS and Addressing	3
Triathlon Inc.	3
Santa Clara County	3
6/22/2016 DM	3
State of Texas	3
Westchester County Department of Planning	3
Update completed by:
Paul Gisondo, GISP
Associate Planner
Westchester County Department of Planning	3
HERE Postal Code Boundaries.	3
Jackson County, MO	3
USGS, DGI	3
Funding for the Kentucky Watershed Boundary Dataset (WBD) was provided by the U.S. Geological Survey and the Natural Resources Conservation Service. Representatives from the Kentucky Division of Water contributed a substantial amount of time and salary towards quality review of the dataset.	3
U.S. Fish and Wildlife Service 	3
US Department of Transportation (USDOT) - Federal Railroad Administration (FRA), Federal Highway Administration (FHWA).	3
United States Department of Health & Human Services (USHHS), Community Health Status Indicators (CHSI)	3
National Oceanic and Atmospheric Administration (NOAA), National Ocean Economics Program (NOEP), Bureau of Labor Statistics (BLS), Esri	3
The World Bank - http://data.worldbank.org/, United Nations Population Division, Trends in Total Migrant Stock: 2008 Revision.	3
The World Bank - http://data.worldbank.org/, International Labour Organization, Key Indicators of the Labour Market database.	3
The World Bank - http://data.worldbank.org/, United Nations High Commissioner for Refugees (UNHCR), Statistical Yearbook and data files, complemented by statistics on Palestinian refugees under the mandate of the UNRWA as published on its website. Data from UNHCR are available online at: www.unhcr.org	3
The World Bank - http://data.worldbank.org/, International Monetary Fund, Balance of Payments Statistics Yearbook and data files.	3
The World Bank - http://data.worldbank.org/, World Health Organization, Global Tuberculosis Control Report	3
Vanessa Miller, GIS Technician, vanessa.miller@phila.gov
Philadelphia Parks and Recreation
1515 Arch Street, 10 Fl, Philadelphia, PA  19102-1583
215-683-0234


For further contact information contact: 
Nora Dougherty at Philadelphia Parks and Recreation
nora.dougherty@phila.gov
215-683-0235	3
York County Planning Commission	3
copyright 2017	3
Oregon Department of Geology and Mineral Industries (DOGAMI)	3
Oregon Department of Geology and Mineral Industries	3
RCMRD	3
Jayne F. Knott, Ph.D. Candidate; Jennifer M. Jacobs, Ph.D.; University of New Hampshire, Department of Civil & Environmental Engineering.  This resource was developed as part of the 2018 CZM Project of Special Merit “Using Science, Building Social Capital, and Unpacking Tax Incentives for a Resilient Coastal New Hampshire”, managed by the NHDES Coastal Program. NOAA-NOS-OCM-2018-2005389	3
Bureau of Survey & Mapping, Division of State Lands	3
Florida Fish and Wildlife Research Institute (FWRI)	3
Kate Lunz, FWC
Nicole D'Antonio (NCRI)	3
 FWC and Florida's State Wildlife Grants Program. Principle investigators were Luke McEachron, Kate Lunz, and Katie Wirt.	3
The data are reselected from land use land cover data from the Southwest Florida Water Management District, St. Johns River Water Management District, and South Florida Water Management District.	3
Florida's water management districts provided the land use and land cover data.	3
These data are compiled data from various source organizations listed in the Source Citations. 	3
The Nature Conservancy provided the original worm reefs shapefile. FWRI added reefs in Broward County.	3
USFWS provided the data and minimal metadata information. FWRI has altered the metadata to include processing donw by FWRI.	3
This data set is in the public domain, and the recipient may not assert any proprietary rights thereto nor represent it to anyone as other than a FWC-FWRI produced data set or the appropriate originator; it is provided "as-is" without warranty of any kind, including, but not limited to, the implied warranties of merchantability and fitness for a particular purpose. The user assumes all responsibility for the accuracy and suitability of this data set for a specific application. In no event will the staff of the Fish and Wildlife Research Institute be liable for any damages, including lost profits, lost savings, or other incidental or consequential damages arising from the use of or the inability to use this data set.	3
Brian K. Walker. This data set is in the public domain, and the recipient may not assert any proprietary rights thereto nor represent it to anyone as other than a FWC-FWRI produced data set or the appropriate originator; it is provided "as-is" without warranty of any kind, including, but not limited to, the implied warranties of merchantability and fitness for a particular purpose. The user assumes all responsibility for the accuracy and suitability of this data set for a specific application. In no event will the staff of the Fish and Wildlife Research Institute be liable for any damages, including lost profits, lost savings, or other incidental or consequential damages arising from the use of or the inability to use this data set.	3
Coastal Planning and Engineering, Inc.The data represents the results of data collection/processing for a specific Coastal Planning and Engineering, Inc. activity and indicates the general existing conditions at the time of survey. As such, it is only valid for its intended use, content, time, and accuracy specifications. The user is responsible for the results of an application of the data other than its intended purpose.	3
Coastal Planning & Engineering, Inc.The data represents the results of data collection/processing for a specific Coastal Planning and Engineering, Inc. activity and indicates the general existing conditions at the time of survey. As such, it is only valid for its intended use, content, time, and accuracy specifications. The user is responsible for the results of an application of the data other than its intended purpose.	3
Title 33 - Navigation and Navigable Waters. CHAPTER II - CORPS OF ENGINEERS, DEPARTMENT OF THE ARMY, DEPARTMENT OF DEFENSE.	3
Walker, B.K.  Nova Southeastern University	3
Florida Department of Revenue and the 67 - County Property Appraisers.	3
FWRI extracted the Florida portion of the submerged lands act line from data downloaded from NOAA. FWRI used NOAA's metadata as a base for this document and included FWRI standard information and information about processing done by FWRI.	3
Map Creation:
Dr. Christopher Jeffrey and Shay Viehman, NOAA National Ocean Service, National Centers for Coastal Ocean Science.

RVC Grid Data:
Drs. Jerald S. Ault and Steve G. Smith, University of Miami Rosenstiel School of Marine and Atmospheric Science, 4600 Rickenbacker Cswy, Miami FL 33149., Dr. Jerald S. Ault
University of Miami Rosenstiel School of Marine and Atmospheric Science
Rosenstiel School of Marine and Atmospheric Science
4600 Rickenbacker Cswy
Miami, FL 33149	3
Operation Systems Center (OSC), United States Coast Guard (USCG)	3
U.S. Fish and Wildlife Service, Division of Realty, Cadastral Data Working Work	3
Florida DEP Division of Recreation and Parks	3
Walker, B. & Costaregni, A. (Nova), Crowther, D., Flethcher, S., & Chen, C. (Point97), Waters, L. (FDEP)	3
NOAA, U.S. Census Bureau	3
Kurtis Gregg (NOAA); Kevin Carter, Ken Konyha , and Lesley Bertolotti (SFWMD)	3
Costaregni, A.	3
North Carolina Division of Marine Fisheries	3
South Carolina Department of Natural Resources - Marine Resources Division (SCDNR-MRD	3
South Carolina Department of Natural Resources - Marine Resources Division (SCDNR-MRD), North Carolina Division of Marine Fisheries (NCDMF), and Georgia Department of Natural Resources Coastal Resources Division (GDNR-CRD) 	3
OWRB Technical Studies Section, Derrick L. Wagner, Jon E. Sanford	3
OWRB - Technical Studies Section	3
OWRB Technical Studies	3
OWRB Technical Studies Section, Jon E. Sanford	3
Modified by the OWRB from the 2017 USGS publication Hydrogeology and simulation of groundwater flow and analysis of projected water use for the Candian River alluvial aquifer, Western and Central Oklahoma. Scientific investigations report 2016-5180. 

Authors: John H. Ellis, Shana L. Mashburn, Grant M. Graves, Steven M. Peterson, S. Jerrod Smith, Leland T. Fuhrig, Derrick L. Wagner, and Jon E. Sanford.	3
Washington Department of Ecology, Washington Department of Natural Resources	3
Created by Jerry J Mitchell for The Nature Conservancy (2012) caribgis@tnc.org	3
Robert Gardiner and Gwilym Rowlands, National Coral Reef Institute, Oceanographic Center, Nova Southeastern University, 8000 North Ocean Drive, Dania Beach, Florida, 33004, USA. Email: purkis@nova.edu Phone: 954-262-3647 Contact Conservation Information Manager, caribgis@tnc.org.	3
Currituck County GIS Coordinator Harry Lee, 2017	3
Dare County GIS, Greg Ball 252-475-5831	3
North Carolina Division of Coastal Management
Rachel Love-Adrick and Monica Gregory
400 Commerce Ave
Morehead City, NC
(252) 808-2808	3
The bridge layer is a compilation of data originally found in the Bridge Inventory maps produced by the Mapping group of the State Road Maintenance Unit which has been supplemented with updates from the bridge database of the NCDOT's Bridge Maintenance Unit.	3
Burke & Spalding (2022). WRI, TNC.	3
NPHT-Tirol, tiris	3
Bureau of Land Management	3
Helen Taylor; Laurie Platt (until replacement for James Long in post)	3
Richard Holmes, James Long	3
Spatial Data Management Group - Product creation; Data Conversion Group – System geometry, mileage, events; Local County Government – Non-system geometry, Street Name event; Transportation Asset Analytics - Events; Transportation Planning Branch – Functional Class, National Highway System; Traffic Safety Unit - Speed Limit; Structures Management Unit/Spatial Analysis Group - Structure	3
North Carolina Geodetic Survey
http://www.ncgs.state.nc.us

National Geodetic Survey
http://www.ngs.noaa.gov/	3
Idaho Geological Survey	3
Verband Region Stuttgart	3
Verband Region Stuttgart 2017	3
Verband Region Stuttgart (+ 5 weitere Regionalverbände, s.o.)
Institut für Landschaftsplanung und Ökologie, Uni Stuttgart	3
PSC- MPUS

http://www.mpus.ms.gov/

 Jacqueline Leverette - Administrative Services
 Voice: (601) 961-5459 • Fax: (601) 961-5804
jacqueline.leverette@psc.state.ms.us	3
© NLC  Zvolen.	3
© Hydromeliorácie, š. p.	3
Prepared by the Portland Bureau of Environmental Services Wetland Inventory Project using USGS NHD data accessed on January 14, 2020. https://www.usgs.gov/core-science-systems/ngp/national-hydrography/access-national-hydrography-products. See dataset specific metadata for original credits.	3
Bureau of Development Services	3
Vermont Division for Historic Preservation	3
FWD, ADS ANR-IT	3
Arrowwood Environmental & Fitzgerald Environmental	3
Alaska Department of Community and Regional Affairs, Kenai Peninsula Borough, Municipality of Anchorage, Bureau of Land Management.	3
DNR	3
County of Los Angeles, Department of Public Works, Mapping and GIS Services
Contact: Thierno Diallo, PE, 626-458-6920, tdiallo@dpw.lacounty.gov	3
Los Angeles County Board of Supervisors, LA County Enterprise GIS	3
County of Los Angeles
Department of Regional Planning
Department of Public Works
Department of Beaches and Harbors
GIS Section	3
LA COunty CEO	3
LA County, CIO, Critigen	3
LA County Public Works ITD GIS Unit gis@pw.lacounty.gov

LA County EPIC-LA GIS Subcommittee selected which attributes would appear. 

The input interfaces for the flat table database along with the original schema are from the vendor:
Tyler Technologies	3
MTA	3
Department of Public Works	3
LASD	3
Zuk, M., & Chapple, K. (2015). Urban Displacement Project.	3
Data was produced by Aerial Information Systems and CDFW's Biogeographic Data Branch.	3
Los Angeles County - Registrar-Recorder/County Clerk
Geographic Information Systems Section
_GIS@rrcc.lacounty.gov	3
LARIAC	3
LA County eGIS, LARIAC	3
Matthew F. Lawton, PMP, GISP
State Demographer
Nevada Department of Taxation
4600 Kietzke Lane, L-235
Reno, NV 89502
(775) 687-9961
lawton@tax.state.nv.us	3
U.S. Department of Commerce, U.S. Census Bureau, Geography Division/Cartographic Products and Services Branch	3
U.S Department of Commerce, U.S Census Bureau, Geographic Customer Services Branch	3
U.S. Geological Survey, 19810501, U.S. Geographic Names Information System (GNIS): U.S. Geological Survey, Reston, VA.
https://geonames.usgs.gov/domestic/download_data.htm	3
Nevada Division of State Lands	3
Nevada Division of Water Resources and Mahannah & Associates, LLC	3
ASLD	3
FIELD DATA COLLECTION: 
R. DOMINGUEZ, H. SALDANA, R. MACIAS, D.BOZARTH, M. WITTIG, C. HUBBELL.

OFFICE PROCESSING AND PREPARATIONS:
J. OWENS, C. PEER, A. SILVA.	3
SMP - Jeff Wingate	3
SMPM/SUR
John Guild	3
City of Baltimore (COB) Office of Information Technology (BCIT), Enterprise Geographic Information Services (EGIS), and Public Safety & Service Emergency Communications (PSSEC). Samuel Wilson (BCIT PSSEC, Samuel.Wilson@baltimorecity.gov)	3
The Reinvestment Fund Department of Policy Solutions 
The Reinvestment Fund builds wealth and opportunity for low-wealth communities and low and moderate income individuals through the promotion of socially and environmentally responsible development.	3
U.S. Fish and Wildlife Service	3
AWS Truewind, LLC; Hawaii Dept. of Business, Economic Development and Tourism; Hawaii Statewide GIS Program	3
SOEST, UH CGG, PacIOOS, Tetra Tech, Inc.	3
County of Hawaii	3
NOAA, National Geodetic Survey and cooperating organizations	3
County of Maui; Hawaii Statewide GIS Program	3
County of Kauai; Hawaii Statewide GIS Program	3
Acknowledgment of the Pipeline and Hazardous Materials Safety Administration (PHMSA) and the Bureau of Transportation Statistics (BTS) [distributor].	3
Acknowledgment of the Federal Highway Administration (FHWA), the US Census Bureau, the Office Of Management and Budget (OMB), and the Bureau of Transportation Statistics (BTS) [distributor].	3
Acknowledgment of the Federal Highway Administration (FHWA) and the Bureau of Transportation Statistics (BTS) [distributor].	3
This work was funded by the Denali Commission Village Infrastructure Protection Program through the project "Systematic approach to assessing the vulnerability of Alaska's coastal infrastructure to erosion." We gratefully thank Dr. Nicole Kinsman of the National Oceanic and Atmospheric Administration and Dr. Craig Tweedie of the University of Texas at El Paso for their thorough peer reviews of this report.	3
Idaho Department of Parks and Recreation	3
Darin Mitchell, GISP
GIS Analyst - Arkansas State Parks	3
US Forest Service	3
Colorado Parks & Wildlife GIS Unit	3
This data set was created by Hennepin County Resident and Real Estate Services Survey Division.	3
USGS, Idaho Department of Water Resources	3
Census, IDWR	3
Oregon Coastal Management Program	3
DLCD, ODOT	3
This project was funded by a National Oceanic and Atmospheric Administration Project of Special Merit, awarded to the Oregon Coastal Management Program (OCMP).  Project team experts from OCMP, Oregon Department of Fish and Wildlife, and Oregon Parks and Recreation Department were involved in all aspects of project implementation and completion.	3
The Statewide Building Footprints of Oregon was funded by a grant through the Oregon Geospatial Enterprise Office.	3
If the user intends to use the data for purposes other than large-scale offshore wind energy planning, please contact: ODFW Marine Resources Program Kelly Corbett Commercial Dungeness Crab Project Leader kelly.c.corbett@odfw.oregon.gov	3
If the user intends to use the data for purposes other than large-scale offshore wind energy planning, please contact: 
ODFW Marine Resources Program
Justin Ainsworth
Technical and Data Services Section Leader
justin.c.ainsworth@odfw.oregon.gov	3
Kate Sherman, Oregon Coastal Management Program	3
MaineDMR	3
Maine DMR Bureau of Public Health	3
Maine Geological Survey	3
Lainey Greiner, GIS Technology Section/Bernalillo County Planning & Development Services; 
Edward Martinez, Land Management Section/Bernalillo County Parks & Recreation	3
Frank Gallegos, GIS Program/Bernalillo County Planning & Development Services	3
Metropolitan Emergency Services Board	3
Minnesota Geospatial Commons, Metropolitan Council, Metro Transit TOD Office	3
Ruthann Eiser, Dan Sadler	3
National Centers for Coastal Ocean Science (NCCOS), National Centers for Environmental Information (NCEI)	3
Jo A. Williams, Elizabeth Scott-Denton	3
Carlos Rivero, NOAA Fisheries Service; Jo Willams, NOAA Fisheries Service	3
Nelson May, NOAA Fisheries Service; Rost Parsons and Tiffany Toft, National Centers for Environmental Information	3
David Hanisko, Research Fisheries Biologist, National Marine Fisheries Service, Jeff Rester, SEAMAP Coordinator, Gulf States Marine Fisheries Commission, Adam Pollack, Fisheries Biologist III, Riverside Technology, Inc. National Marine Fisheries Service	3
National Centers for Environmental Information; International Best Track Archive for Climate Stewardship; National Hurricane Center	3
Natural Resources Conservation Service, United States Department of Agriculture	3
NOAA/NOS/NCCOS/MSE	3
NOAA/NOS/NCCOS
Attn:  Dr. Chris Taylor
101 Pivers Island Road
Beaufort, NC 28516-9722

USGS - St. Petersburg Coastal and Marine Science Center
Attn: Jake J. Fredericks
600 4th Street South
St. Petersburg FL 33701
(727)502-8000
jfredericks@usgs.gov	3
US Geological Survey, Water Resources	3
Chesapeake Bay Program	3
Versar Inc.	3
NOAA/NOS/Office of National Marine Sanctuaries	3
National Centers for Coastal Ocean Science (NCCOS); World Resources Institute; Pittman, S. J., Poti, M., Jeffrey, C. F., Kracker, L. M., & Mabrouk, A. (2017). Decision support framework for the prioritization of coral reefs in the US Virgin Islands. Ecological Informatics.	3
National Oceanic and Atmospheric Administration (NOAA), National Center for Coastal Ocean Science (NCCOS)	3
Herrera S. (2018) ROV dive tracks from the project "Population Connectivity of Deepwater Corals in the Northern Gulf of Mexico". National Oceanic and Atmospheric Administration’s RESTORE Science Program award NA17NOS4510096 to Lehigh University.	3
CSA International, Inc. 2007. Characterization of northern Gulf of Mexico deepwater hard bottom communities with emphasis on Lophelia coral. U.S. Department of the Interior, Minerals Management Service, Gulf of Mexico OCS Region, New Orleans, LA. OCS Study MMS 2007-044. 169 pp. + app.	3
Buczkowski, B.J., Reid, J.A., Schweitzer, P.N., Cross, V.A., and Jenkins, C.J., 2020, usSEABED—Offshore surficial-sediment database for samples collected within the United States Exclusive Economic Zone: U.S. Geological Survey data release, https://doi.org/10.5066/P9H3LGWM.	3
Department of Commerce (DOC), National Oceanic and Atmospheric Administration (NOAA), National Ocean Service (NOS), National Centers for Coastal Ocean Science (NCCOS). Each individual layer has separate credits reflecting the original source of the data.	3
Etnoyer PJ, Wagner D, Fowle HA, Poti M, Kinlan B, Georgian SE, Cordes EE. 2018. Models of habitat suitability, size, and age-class structure for the deep-sea black coral Leiopathes glaberrima in the Gulf of Mexico. Deep Sea Research Part II: Topical Studies in Oceanography 150: 218-228.	3
Flanders Marine Institute, VLIMAR Gazetteer and VLIZ Maritime Boundaries Geodatabase. Accessed at Marineregions.org	3
National Marine Fisheries Service (NMFS), Pacific Fishery Management Council (PFMC), Sound GIS, Bureau of Ocean Energy Management (BOEM), West Coast Ocean Data Portal	3
Wisconsin Geological and Natural History Survey (WGNHS)	3
David Evans and Associates Inc. (DEA),  Woolpert, Inc., Cardinal Point Captains (CPC), National Oceanic Atmospheric Administration (NOAA), National Centers for Coastal Ocean Science (NCCOS), Great Lakes Research Initiative (GLRI).	3
National Oceanic Atmospheric Administration (NOAA), National Centers for Coastal Ocean Science (NCCOS), Great Lakes Research Initiative (GLRI).	3
National Marine Fisheries Service	3
National Geographic Society	3
NOAA National Centers for Environmental Information (NCEI); National Ocean Service (NOS)	3
MWH	3
Per Fairbanks North Star Borough Use Policies.	3
IDFG, IFWIS	3
Iowa NRCS	3
U.S. EPA, Office of Air and Radiation, Office of Atmospheric Programs, Landfill Methane Outreach Program	3
EPA Office of Community Revitalization and EPA Office of Information Technology Operations	3
USEPA OAR/OAQPS	3
This EPA Geospatial data set is generated from the following national environmental program: National Pollutant Discharge Elimination System (NPDES)	3
iaspub.epa.gov/triexplorer/tri_release.chemical	3
EPA, USGS	3
US EPA Region 9 GIS Center-2012	3
Region 9 Air Division, OAQPS	3
R9 Air Division/OAQPS	3
U.S. EPA Region 9 GIS/Technology Center	3
California Air Resources Board	3
Navajo Land Department	3
San Francisco Estuary Institute and Aquatic Science Center	3
Santa Cruz County DPW	3
Santa Cruz Local Area Formation Commission (LAFCO)	3
Montana Natural Heritage Program	3
Montana State Library, Montana Department of Revenue	3
Natural Earth (naturalearthdata.com), Montana State Library	3
Chatham County, Chatham County GIS, Chatham County Board of Education	3
Chatham County, Town of Pittsboro, Town of Siler City, Town of Cary, Goldston-Gulf Sanitary District, Chatham County GIS, Chatham County Water	3
Chatham County Planning Department, Chatham County, Chatham County GIS	3
Chatham County, Chatham County Board of Elections, Chatham County GIS	3
NCDOT, Chatham County, Chatham County GIS	3
Geofabrik; OpenStreetMap	3
County of San Luis Obispo Health Agency
Public Health Department
Environmental Health Services Division
Gina Herbst x 5579	3
2nd Nature	3
San Luis Obispo County Parks 805-781-5930	3
County of San Luis Obispo Planning & Building Department	3
CalFire	3
Justin Horvath	3
July 01, 2014 update:  Lieutenant Robert Lanchsweerdt, South Bend Police Crime Intelligence and Analysis Office
February 2016 update:  Danielle Fullmer, Department of Innovation & Technology	3
Suffolk County Dept. of Information Technology - GIS Unit.	3
Florida Department of Children and Families

This data set was originally created by the following individuals:
- Lourdez De La Nuez - ITD, Sexual Battery.
- Occupation License, phone book and web site.	3
Data_Set_Credit The yellow pages, various websites and phone verification. In addition, OEM (Soheila Ajabshir) has provided updated information.	3
Miami-Dade County website. http://www.mdpls.org/info/locations/locations.asp  and Library Administrator: Lorna Charles 375-5501,	3
PZ, Dany Martinez and team.	3
USGS (United States Geological Survey) DLG (Digital Line Graph) file	3
Miami Dade County Information Technology Department	3
ETSD LBT Support staff.	3
Procedures_Used:
This data is recieved from the Miami-Dade Public Schools as an Excel Spreadsheet. From time to time, The Miami-Dade Public School Website is used to  verify and/or confirm data.

Revisions: 
Date: October 2015      By: I. Rodriguez
Reason: Address changed for David Lawrence Jr. K-8 Center, per Jenny E. Murillo, Director, Miami-Dade County Public Schools Department of Educational Facilities and Planning, (As of August 2015, the PLC was taken from W.J. Bryan ES and it is now affiliated with David Lawrence Jr. K-8 Center (Loc. 5005) located at 15000 Bay Vista Blvd.)


Date:  August 27, 2015   By: Ignacio Cano
Reason:To change the name of the following facilities:

• 0661 Caribbean K-8 Center
• 1281 Cypress K-8 Center
• 4651 Ethel F. Beckford/Richmond Primary Learning Center
• 5081 Dr. Frederica S. Wilson/Skyway Elementary
• 6011 Georgia Jones-Ayers Middle
• 6052 Miami Arts Studio  6-12 at Zelda Glazer
• 6081 Cutler Bay Senior High
• 6111 Cutler Bay Middle
• 8017 Educational Alternative Outreach Program

To add two new program locations
• 9071 Academic for Advanced Academics - North
• 9071 Academic for Advanced Academics - South

Updated Enrollment, Capacity, and Region information
Updated location for 8012 Pace Center for Girls
Deleted location 4081 Miami-Dade County Public Schools PLC and updated grade configuration to 7581 iPrep Academy to PK-12. 


Date:  April 10th, 2015   By: Ignacio Cano
Reason:
To add the following off-site facilities:

John I. Smith K-8  at  5005 NW 112th Ave Doral, FL 33178 – 2nd Floor 7th & 8th Graders 
Ronald Reagan South Campus  at 5005 NW 112th Ave Doral, FL  33178 – 3rd Floor 9th Graders 
Aventura Waterways K-8 Center (annex) at  750 Ives  Dairy Rd Miami , FL 33179  6th, 7th, and Graders. 



Date: February 19th, 2015          By: Ignacio Cano
Reason: Procedures used for this revision: data collected from: membership report, school openings report, school land inventory report, FLDOE Master School ID website, Miami-Dade County Public Schools website, ITS school location report, and percent utilization report.  

To add a new field “opened” to indicate the date school initially opened.

To add the following administrative and educational facilities:
7008 Biotech@Richmond Heights 9-12 High School
9485 Biscayne Nature Center
9797 Chapman House
9001 Former Region Office/Warehouse
9411 ITS Annex Warehouse
9239 John H Schee Transportation Center
9221 Maintenance Operations Plant Operations Center
7031 MAST @ FIU Biscayne Bay Campus
9134 Materials Control Center
9938 Mdcps Police General Investigations Unit
8211 Nathaniel Traz Powell Football Stadium
8231 North Miami Stadium
8012 Pace Center for Girls
9251 Region Maintenance Center 1 & 2
9271 Region Maintenance Center 3
9281 Region Maintenance Center 4
9264 Region Maintenance Center 5
9261 Region Maintenance Center 6
9575 South Region Office Annex
9181 Stores And Distribution Complex
9230 Transportation Center Administrative Offices
9231 Transportation Center Central East
9237 Transportation Center Central West
9232 Transportation Center North
9234 Transportation Center Northeast
9236 Transportation Center Northwest
9233 Transportation Center South
9235 Transportation Center Southwest
9292 Transportation Center Vehicle Maintenance Office
9292 Transportation Redland Vehicle Maintenance

To change the name of the following facilities:
• 0041 Airbase Elementary to Air Base K-8 Center for International Education
• 0441 Blue Lakes Elementary to Blue Lakes K-8 Center
• 8139 D.A. Dorsey Educational Center to D.A. Dorsey Technical College
• 9573 Central Region Office to District Office/Charter School
• 4381 Perrine Elementary to Dr. Henry E. Perrine Academy of the Arts
• 7801 George T. Baker Aviation to George T. Baker Aviation Technical College
• 8005 Lindsey Hopkins Technical Education Center to Lindsey Hopkins Technical College
• 8901 Miami Lakes Educational Center Vocational to Miami Lakes Educational Center and Technical College
• 1441 Paul Laurence Dunbar Elementary to Paul Laurence Dunbar K-8 Center
• 8911 Robert Morgan Educational Center Vocational to Robert Morgan Educational Center and Technical College
• 7702 South Dade Adult Education Center Main Campus to South Dade Technical College
• 4071 Olinda Elementary to Agenoria S. Paschal/ Olinda Elementary School
• 6081 Centennial Middle to Cutler Bay Academy Of Advanced Studies, Centennial Campus
• 6111 Cutler Ridge Middle to Cutler Bay Academy Of Advanced Studies, Cutler Ridge Campus
• 7002 Miami Beach Adult Education to Miami Beach Adult & Community Education Center
• 7272 Miami Coral Park Adult Education & Community Education Center to Miami Coral Park Adult Education
• 7462 Miami Senior Adult Education Center to Miami Senior Adult Education
• 7512 Miami Springs Adult & Community Center to Miami Springs Adult Education
• 7592 North Miami Adult Education Center to North Miami Adult Education
• 8981 South Dade Adult Education Skills Center Campus to South Dade Skill Center
• 7742 Southwest Miami Adult Education to Southwest Miami Adult Center

To change location number of the following facility:
• 2621 J.W. Johnson Elementary/James H. Bright Elementary to 0481

To change name and location number of the following facilities:
• 6151 Doral Middle to 9574 Central Region Office                       
• 6481 Miami Edison Middle to 7021 International Education Academy
• 6482 Miami Edison Middle 7005 iTech@Thomas A. Edison Education Center
• 6721 Parkway Middle to 8901 Parkway Educational Complex
• 6981 Westview Middle to 5901 Carrie P. Meek/Westview K-8 Center Annex

To delete the following facilities:

• 6141 Charles R. Drew Middle
• 9572 Former Regional Center II

  

Date: October 26th, 2012             By: Ignacio Cano
Reason: To update the following:
  -   Name update of  Thena C. Crowder Elementary  (2531)
  -   Location update of North Dade Center For Modern Languages Elementary (5131)
  -   Location update of North Dade Middle (6591)
  -   Location update of Medical Academy For Science And Technology (7171)
  -   Location update of Merrick Educational Center (9732)
  -   Location update of  International Studies Preparatory Academy (7571)
  -   Addition of  Coral Gables Preparatory Academy MLC (former Merrick Ed Center location) (0961)
  -   Deleted  Miami Skill Center  Site (8991)
  
Date: August 2012  By: Ignacio Cano
Reason: REGION was changed from schort integer to text in order to accomodate new region codes.
  
Date: June 2012    By: Savannah Sill
Reason: Annual Hurricane season update. Mays Middle School became " Arthur & Polly Mays Conservatory of The Arts"  Location #  7351 and Miami Skill Center is no longer part of the Miami-Dade School Land inventory. The following schools were also removed 500 Role Models Building and School for Applied Technology.
  
  
Date: Feb 2012      By: Jeffrey Ruiz
Reason: To add the city and the zipcode to  Marjory Stoneman Douglas Early Childhood Education Center.
  
Date: November 2011      By: Jeffrey Ruiz
Reason: To add a new site for Marjory Stoneman Douglas Early Childhood Education Center.
  
Date: January 2011      By: Angel Mesa
Reason:
   - Addition of  Auburndale Elementary School PLC-H1 (0121) at 3255 SW 6th Street, Miami, FL 33135, ph:(305)445-3587;
   - Addition of Smith John I Elementary PLC-A1 (5101) at 10415 NW 52nd St, Doral, FL 33178, ph:(305)406-0220;
   - Name update of Coral Gables K-8 Preparatory Academy ES (0961), at 105 Minorca Ave, Coral Gables, FL 33134, ph:(305)448-1731;
   - Name update of Corporate Academy South SH (8201) at 2351 SE 12TH AVE, Homestead, FL 33034;
   - Name update of Key Biscayne Elementary School (2741) at 150 West McIntyre St, Key Biscayne, FL 33149, ph:(305)361-5418;
   - Name update of Madie Ives Elementary (2581) at  20770 NE 14TH AVE, MIAMI, FL 33179, ph:(305)651-3155;
   - Updated the enrollment for all schools and some phone numbers.
  
Date: August 2010       By: N. Alvarez
Reason:  To add two new schools 7571 and 7171. Update Enrollment information. 
  
Date; July  2010           By: N. Alvarez
Reason: To Relocate school 6591 North Dade Middle from 800 NE 137th St to 3411 NW 187th St.  Delete Regional Center VI. Drop 'Middle" from 7901 New World School fine Arts Middle.  Juvenile Justice Center located at 3300 NW 27TH AVE, 305-638-5054, 6 to 12 is excluded from this file, so it is not mistaken as an educational facility that the public can attend.  Changes requested by School Attendance of MDCPS.
  
Date: June 2010          By: N. Alvarez
Reason: Corrected address of Frances S. Tucker Elementary from 3500 S DOUGLAS RD to 3500 DOUGLAS RD. Moved Terra Environmental Research Institute Senior High point to correct property (polygon) also property folio number is changed. Added Miami-Dade County Public Schools PLC and SBAB/Annex Senior High.
  
Date: April 2010           By: N. Alvarez
