name	value
© 2022. The Author(s). Published by the American Astronomical Society. Original content from this work may be used under the terms of the Creative Commons Attribution 4.0 licence.	7
Attribution 3.0 Estonia	6
Attribution-NonCommercial 3.0 Estonia	6
Attribution 4.0 International (CC BY 4.0) ; openAccess	6
Creative Commons Attribution-NonCommercial 4.0 International (CC BY-NC 4.0) ; openAccess	6
© 2019 by the authors.	6
© 2022 The Authors.	6
© 2023 The Authors.	6
contact researcher for access conditions	6
This data is made available under the Public Domain Dedication and License v1.0 whose full text can be found at http://www.opendatacommons.org/licenses/pddl/1.0/	6
©  American Chemical Society	6
Springer International Publishing Switzerland	6
© The Author	6
© 2017 Association for Computing Machinery.	6
© Taylor & Francis.	6
© John Wiley & Sons	6
© American Society of Civil Engineers	6
© Springer-Verlag Berlin Heidelberg 2013	6
Copyright © Elsevier B.V	6
© 2002 IEEE	6
© 2006 SPIE.	6
© 2006 IEEE	6
© Società Italiana di Ultrasonologia in Medicina e Biologia (SIUMB)	6
© IFIP International Federation for Information Processing 2013.	6
© 2017 IEEE	6
© 2018 IEEE.	6
CC BY-NC-ND	6
Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0)	6
GNU General Public License, version 2	6
Creative Commons Attribution-ShareAlike 4.0	6
© The European Association for the Development of Renewable Energies, Environment and Power Quality (EA4EPQ)	6
© 2010 URSI España	6
© 2021. This manuscript version is made available under the CC-BY-NC-ND 4.0 license	6
© The authors. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	6
© 2020 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license.	6
© 2011 American Physical Society	6
© José Carlos Lavandero González	6
© 2021 IEEE. Personal use of this material is permitted. Permission from IEEE must be obtained for all other uses, in any current or future media, including reprinting/republishing this material for advertising or promotional purposes, creating new collective works, for resale or redistribution to servers or lists, or reuse of any copyrighted component of this work in other works.	6
© Decanato de la Facultad de Ciencias Económicas y Empresariales de la Universidad de Cantabria	6
Reconocimiento - Sin obra derivada (by-nd)	6
CC BY 3.0	6
CC BY-ND 4.0	6
Usual Exeter University Library restrictions apply.	6
This thesis is available for library use on the understanding that it is copyright material and that no quotation from the thesis may be published without proper acknowledgement.	6
This is an open-access article distributed under the terms of the Creative Commons Attribution Non-commercial License, which permits use, distribution, and reproduction in any medium, provided the original work is properly cited, the use is non commercial and is otherwise in compliance with the license. See: http://creativecommons.org/licenses/by-nc/2.0/ and http://creativecommons.org/licenses/by-nc/2.0/legalcode.	6
Accepted manuscript: © 2014, Elsevier. Licensed under the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International http://creativecommons.org/licenses/by-nc-nd/4.0/	6
This is the author accepted manuscript. The final version is available from SAGE via the DOI in this record.	6
Creative Commons Attribution (BY) license.  Acknowledge source by citing the authors' names, the published MNRAS paper, and the ORE handle for the dataset.	6
© The Author(s) 2015	6
This article is protected by copyright. All rights reserved.	6
This is the author accepted manuscript. The final version is available from Nature via the DOI in this record.	6
Content from this work may be used under the terms of the Creative Commons Attribution 3.0 licence. Any further distribution of this work must maintain attribution to the author(s) and the title of the work, journal citation and DOI.	6
Author's post-print subject to a Creative Commons Attribution Non-Commercial No Derivatives License	6
Open Access funded by Engineering and Physical Sciences Research Council. Under a Creative Commons license: http://creativecommons.org/licenses/by/4.0/	6
Open Access funded by Natural Environment Research Council. Under a Creative Commons license: https://creativecommons.org/licenses/by/4.0/	6
Open access. Original content from this work may be used under the terms of the Creative Commons Attribution 3.0 licence: https://creativecommons.org/licenses/by/3.0/. Any further distribution of this work must maintain attribution to the author(s) and the title of the work, journal citation and DOI.	6
"Content is available under the Open Government Licence v 3.0, 
 https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/"	6
Copyright © 2017 John Wiley & Sons, Ltd.	6
Copyright © 2017 by ASME	6
© 2017 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (http://creativecommons.org/licenses/by/4.0/).	6
Copyright © 2017 EWTEC	6
© Bloomsbury Publishing Plc 2017	6
Copyright © The American Journal of Science	6
cc_by-sa	6
© 2020 by the authors.	5
© 2021 by the authors.	5
"Autoriõigus kuulub Eesti Maaülikoolile, varalised õigused kuuluvad materjali tellijale. Materjal valmis Maaeluministeeriumi
ning Põllumajanduse Registrite ja Informatsiooni Ameti (PRIA) tellimusel 2017.a. Kõik autoriõigused on kaitstud. Tartu, 2017"	5
© 2008 IEEE	5
© Wiley-Blackwell	5
© Springer International Publishing Switzerland 2016.	5
© Springer International Publishing Switzerland 2016	5
© The American Phytopathological Society	5
